questionId,questionTitle,questionTags,questionBody,questionVotes,questionViewCount,questionCreationDate,favoriteCount,answerCount,questionCommentCount,Code
19047838,Mocking spring bean in jersey resource,<java><spring><rest><mocking><jersey>,"<p>Im using @Autowire in Jerse Resources and spring interation. Now i want to be able to use mock 
object on Autowired fields., </p>

<p>I was able to do this in Jersey 1.17, but on 2.2 i could not find any documentations.  </p>

<p>I have tired some thing like this 
<a href=""https://stackoverflow.com/questions/18463311/jersey-2-how-to-replace-injectableprovider-and-abstracthttpcontextinjectable/18464901#18464901"">Jersey 2.*. How to replace InjectableProvider and AbstractHttpContextInjectable of Jersey 1.*</a></p>

<p>And provided own SpringComponent when setting up the container., but this does either work.,</p>

<pre><code>Example: 
@Path(""/myresource"")
public class MyResource {

 @Autowired
 private ConfigurationApi configurationApi;

 @GET
 @Produces(""text/plain"")
 public String getIt() {
 boolean isTrue = configurationApi.isEnabled(""aconfig"");
 return ""Hi there!: configuration is "" + isTrue;
}
</code></pre>

<p>In jersey 1.17 i could do somthing like this:</p>

<pre><code>return new WebAppDescriptor.Builder(""rest.resource"")
                .contextPath(""application"")
                .servletClass(SpringServlet.class)
                .servletPath(""api"")
                .contextParam(""contextClass"", ""rest.resource.test.spring.MockableContext"")
                .contextParam(SpringServlet.CONTEXT_CONFIG_LOCATION, ""context.poc-test.xml"")
                .contextListenerClass(ContextLoaderListener.class)
                .build();
</code></pre>

<p>And then later on the actual test i could add mock object to the context class by a hash map.,</p>

<p>Any help is appriciated .,</p>
",3,432,2013-09-27 9:53,,0,1,how
4158393,Is there a way to inject a mock while using White for acceptance testing?,<mocking><acceptance-testing><white-framework>,"<p>In our client / server application, the server side is exposed by a collection of web services. The client interacts with what we call an Application Context to make calls to the server. I'd like to be able to mock the Application Context during acceptance testing so as to isolate the testing to just the client, rather than letting the tests flow all the way from client to server to database and having to set up the database with the right data for each test that we want to run.</p>

<p>Is this possible? Or should I be taking a different approach?</p>
",0,180,2010-11-11 19:21,,1,0,what
75545303,Unit test RabbitMQ MessageProducer in an ASP.NET Core Web API,<c#><asp.net-core><rabbitmq><xunit><nsubstitute>,"<p>I have setup a <code>MessageProducer</code> with publisher confirms following the tutorial provided by RabbitMQ docs (<a href=""https://www.rabbitmq.com/tutorials/tutorial-seven-dotnet.html"" rel=""nofollow noreferrer"">https://www.rabbitmq.com/tutorials/tutorial-seven-dotnet.html</a>).</p>
<p>I am using XUnit and NSubstitute for my tests, and I now struggle to unit-test the functionality of the callback function I've defined for the <code>IModel _channel</code>.</p>
<p>If I just test that the channel received the expected amounts of <code>BasicPublish()</code> the test runs to completion.</p>
<p>Here's my service method:</p>
<pre><code>public async Task SendMessagesWithConfirmAsync&lt;T&gt;(IEnumerable&lt;T&gt; messages, string queueName, string routingKey)
{
    _channel.QueueDeclare(queueName, true, false);

    _channel.ConfirmSelect();

    // Register callbacks to handle acknowledgments
    _channel.BasicAcks += (sender, ea) =&gt; CleanOutstandingConfirms(ea.DeliveryTag, ea.Multiple);

    _channel.BasicNacks += (sender, ea) =&gt;
        {
            _outstandingConfirms.TryGetValue(ea.DeliveryTag, out var body);

            Console.WriteLine(
                $&quot;Message with body {body} has been nack-ed. Sequence number: {ea.DeliveryTag}, multiple: {ea.Multiple}&quot;);

            CleanOutstandingConfirms(ea.DeliveryTag, ea.Multiple);
    };

    foreach (var message in messages)
    {
        var body = JsonSerializer.Serialize(message);
        _outstandingConfirms.TryAdd(_channel.NextPublishSeqNo, body);
        _channel.BasicPublish(queueName, routingKey, null, Encoding.UTF8.GetBytes(body));
    }

    await Task.CompletedTask;
}
</code></pre>
<p>And in my unit test I want to make sure the callback events are correctly triggered</p>
<pre><code>[Theory]
[InlineData(&quot;Test 1&quot;, &quot;Test 2&quot;, &quot;Test 3&quot;)]
public async void SendMessageWithConfirm_MultipleMessages_ShouldPublishMessagesAndWaitForConfirmOrDie(
    params string[] messages)
{
    // Arrange
    var messageProducer = new RabbitMqMessageProducer(_connectionFactory);

    // Act
    await messageProducer.SendMessagesWithConfirmAsync(messages, &quot;invitations&quot;, &quot;invitation&quot;);

    // Assert
    _channel.Received(messages.Length).BasicPublish(Arg.Any&lt;string&gt;(), Arg.Any&lt;string&gt;(),
        null, Arg.Any&lt;ReadOnlyMemory&lt;byte&gt;&gt;());

    // Assert on callback events
    // ...
}
</code></pre>
<p>Another thing is that the <code>_channel.NextPublishSeqNo</code> never gets incremented.</p>
<p>Any help or derivation to the correct documentation here would be much appreciated.</p>
",1,747,2023-02-23 13:10,,1,0,how
23233418,Unit testing retrieval methods - redundant?,<c#><unit-testing><mocking><xunit.net>,"<p>I have the following method in my service layer</p>

<pre><code>public ModuleResponse GetModules(ModuleRequest request)
{
    var response = new ModuleResponse(request.RequestId);
    try
    {
        response.Modules = Mapper.ToDataTransferObjects(ModuleDao.GetModules());
        return response;
    }
    catch (Exception ex)
    {
        Log.Error(ex);
        response.Acknowledge = AcknowledgeType.Failure;
        response.Message = ""An error occured."";
        return response;
    }
}
</code></pre>

<p>And I have a unit test written in xUnit like this:</p>

<pre><code>[Fact]
public void GetModulesTest()
{
    //Arrange            
    var mockModuleDao = Mock.Create&lt;IModuleDao&gt;();
    var mockLog = Mock.Create&lt;ILog&gt;();
    var mockAuditDao = Mock.Create&lt;IAuditDao&gt;();

    var moduleList = new List&lt;ModuleItem&gt;
    {
        new ModuleItem {Id = 100, Category = ""User Accounts"", Feature = ""Users""},
        new ModuleItem {Id = 101, Category = ""User Accounts"", Feature = ""Roles Permissions""}
    };

    mockModuleDao.Arrange(dao =&gt; dao.GetModules()).Returns(moduleList);

    IUserManagementService userService = new UserManagementService(mockModuleDao, mockLog, mockAuditDao);

    var request = new ModuleRequest().Prepare();

    //Act
    var actualResponse = userService.GetModules(request);

    //Assert
    Assert.Equal(AcknowledgeType.Success, actualResponse.Acknowledge);
    Assert.Equal(2, actualResponse.Modules.Count);
}
</code></pre>

<p>Now I have a whole other bunch of retrieval methods in my code similar to the one above.</p>

<p>Are testing such methods redundant? I mean, they are almost a sure pass test, unless I mess up the logic of my Mapping or something.</p>

<p>Also, when testing retrieval methods, what is it that I should be testing for? In my scenario above, I have 2 assert statements, 1 to check if the response is a success, and the 2nd is to check the count of the list. </p>

<p>Is this sufficient? or how can this be further improved to enhance the value of such a unit test?</p>
",3,147,2014-04-23 1:49,,2,6,what
6261139,Moq: Return mock object with most implementation created,<moq>,"<p>I want to mock my Repository object in such a way that it can still do actual DB retrieve operations. Only for Saving operations, I wanted to setup to return mock data since I don't want it to save into the DB.</p>

<p>How should I do it?</p>

<p>Thanks.</p>
",1,188,2011-06-07 6:00,,2,0,how
75880165,Accessing Calls to Mocked Class functions,<python><django><unit-testing><mocking><python-mock>,"<p>I have written a custom class to mock a general API client in a codebase so that I can centrally and easily mock all of the class methods for unit testing. This is working great so far, however I am looking for a way to track individual calls to each class method. Right now that only trackable call via Mock is the initial class instantiation.</p>
<p>Here is the mock class:</p>
<pre><code>from faker import Factory

faker = Factory.create()

class MockAPIClass
  def get_some_data(self, data):
    return f&quot;{data} - {faker.pyint()}&quot;
</code></pre>
<p>Then in my util file:</p>
<pre><code>def func_to_test_that_calls_client(arg):
  client = regular_api_client()
  return client.get_some_data(arg)
</code></pre>
<p>Then in my unit tests:</p>
<pre><code>from unittest import mock
from django.test import TransactionTestCase
from .file import MockAPIClass

from .util import func_to_test_that_calls_client

class TestUils(TransactionTestCase):

  def setUp(self):
    self.api_call_patcher = mock.patch('path.to.mocked.class.instantiation')
    self.patch_api = self.api_call_patcher.start()
    self.mock_api = MockAPIClass()  # this done so that the mocked class can be referenced below
    self.patch_api.return_value = self.mock_api

  def tearDown(self):
    mock.patch.stopall()

  def test_util_func(self):
    res = func_to_test_that_calls_client(&quot;test&quot;)

    self.assertTrue(res)
    self.patch_api.assert_called_once()
  
</code></pre>
<p>The above functions exactly as expected and intended. However, inside of the funciton <code>func_to_test_that_calls_client</code>, the original client is instantiated then the class method <code>get_some_data()</code> is called. With this implementation, I have no visibility into the call stack of the class methods like that function, only the parent instantiation of the class. I would like to be able to see for example that <code>func_to_test_that_calls_client</code> was called with <code>&quot;test&quot;</code> with this current implementation. Is there a way to do this with mock or some other python trick?</p>
",0,48,2023-03-29 17:07,,1,3,how
20786877,Mockito matchers InvalidUseOfMatchersException returning null,<junit><mocking><mockito>,"<p>I need to return null from:</p>

<pre><code>Cookie controlCookieValue = getCookie(cookiesConfigBean.getControlCookieName());
</code></pre>

<p>I'm doing:</p>

<pre><code>when(baseHandler.getCookie(any(String.class))).thenReturn(null);
</code></pre>

<p>but the code throws <code>InvalidUseOfMatchersException</code>. I tried using <code>anyObject()</code> and <code>anyString()</code>, but nothing works. The <code>baseHandler</code> object is a mock.</p>
",0,104,2013-12-26 15:00,,0,2,other
35208951,How do you mock IEnumerable<T> ElementAt() using NSubstitute?,<linq><unit-testing><mocking><nsubstitute>,"<p>I have been having issues implementing the correct technique to mock out the Linq methods for an IEnumerable.</p>

<pre><code>{
    var qs = Substitute.For&lt;IEnumerable&lt;object&gt;&gt;();
    qs.ElementAt(i).Returns(q);
    qs.Count().Returns(i);
}
</code></pre>

<p>Which is meant to test a method, which contains both pulling an item out of the list at random or in a controlled fashion.</p>

<pre><code>private IEnumerable&lt;T&gt; list;
async object Save(object obj, byte i = 0)
{
     var random = new Random();
     var index = i == 0 ? random.Next(0, list.Count()) : i;
     return list.ElementAt(index);
}
</code></pre>

<p>Doing this results in:</p>

<pre><code>at System.ThrowHelper.ThrowArgumentOutOfRangeException(ExceptionArgument argument, ExceptionResource resource)
   at System.Collections.Generic.List`1.get_Item(Int32 index)
   at System.Linq.Enumerable.ElementAt[TSource](IEnumerable`1 source, Int32 index)
   at King.Azure.Unit.Test.Data.StorageQueueShardsTests.&lt;Save&gt;d__11.MoveNext() in C:\Users\jefkin\Documents\GitHub\King.Azure\King.Azure.Unit.Test\Data\StorageQueueShardsTests.cs:line 127
--- End of stack trace from previous location where exception was thrown ---
   at NUnit.Framework.Internal.AsyncInvocationRegion.AsyncTaskInvocationRegion.WaitForPendingOperationsToComplete(Object invocationResult)
   at NUnit.Framework.Internal.Commands.TestMethodCommand.RunAsyncTestMethod(TestExecutionContext context)
Result Message: 
System.ArgumentOutOfRangeException : Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index
</code></pre>
",1,1674,2016-02-04 18:36,,1,0,how
37061048,How to use RSpec to set up expectations for top level methods on a Sinatra App?,<ruby><rspec><mocking><sinatra>,"<p>Spec helper: </p>

<pre><code>def app
  Sinatra::Application
end
</code></pre>

<p>App:</p>

<pre><code>require 'sinatra'

get '/' do
  track_request
  ""Welcome""
end

def track_request
  puts self.inspect
  ....
end
</code></pre>

<p>How to mock <code>track_request</code>?</p>

<pre><code>allow(app).to receive :track_request
allow_any_instance_of(Sinatra::Application).to receive :track_request
allow(Sinatra::Application).to receive :track_request
</code></pre>

<p>None of these worked.</p>

<p><code>self</code> is main, so I guess we need to mock a method on main. But didn't find out how to do it.</p>
",1,131,2016-05-05 22:04,,1,1,how
67719732,Micronaut test fileupload,<java><mocking><micronaut>,"<p>I want to test a method, which receives a CompletedFileUpload.</p>
<pre><code>public void uploadZip(String orderId, CompletedFileUpload fileUpload) throws IOException {

    Path path = Files.createTempFile(&quot;file-&quot;, &quot;-temp&quot;);
    File tempFile = path.toFile();
    try (FileOutputStream outputStream = new FileOutputStream(tempFile)) {
        outputStream.write(fileUpload.getBytes());
        someMethod(orderId, tempFile);
    }
}
</code></pre>
<p>The CompletedFileUpload is an interface:</p>
<pre><code>package io.micronaut.http.multipart;

public interface CompletedFileUpload extends FileUpload, CompletedPart {
}
</code></pre>
<p>I want to find a way to Mock the File upload, for spring boot i found :</p>
<pre><code>MockMultipartFile multipartFile =
                new MockMultipartFile(&quot;springboot.png&quot;, &quot;springboot.png&quot;, &quot;image/png&quot;, &quot;&quot;.getBytes());
</code></pre>
<p>Is there something similar that I can use in Micronaut?</p>
",0,1319,2021-05-27 9:51,,1,0,what
67026762,Using real data when mocking objects in unit test,<python><unit-testing><mocking><azure-service-principal>,"<p>I am mocking in some unit tests, and I am wondering whether is fine or recommended to use real data (I am dealing with non-sensitive data) when mocking.</p>
<p>For instance, I am testing the user's members which are allowed to authenticate in an application by using an azure service principal here:</p>
<pre><code>def create_mock(status_code, data):
    def mocked_requests(*args, **kwargs):
        class MockResponse:
            def __init__(self, status_code, json_data):
                self.json_data = json_data
                self.status_code = status_code

            def json(self):
                return self.json_data

        return MockResponse(status_code, data)

    return mocked_requests

class RolesTestCase(unittest.TestCase):
    @mock.patch('requests.get',
                side_effect=create_mock(
                    200,
                    # HERE MY OBJECT OR DATA MOCKED.
                    {
                        &quot;@odata.context&quot;: &quot;https://graph.microsoft.com/v1.0/$metadata#servicePrincipals('99999')/appRoleAssignedTo&quot;,
                        &quot;value&quot;: [{
                            &quot;id&quot;: &quot;99999&quot;,
                            &quot;deletedDateTime&quot;: &quot;null&quot;,
                            &quot;appRoleId&quot;: &quot;00000000-0000-0000-0000-000000000000&quot;,
                            &quot;createdDateTime&quot;: &quot;2021-03-21T17:15:40.516616Z&quot;,
                            &quot;principalDisplayName&quot;: &quot;Bernardo Garcia Loaiza&quot;,
                            &quot;principalId&quot;: &quot;99999&quot;,
                            &quot;principalType&quot;: &quot;User&quot;,
                            &quot;resourceDisplayName&quot;: &quot;my-service-principal-name&quot;,
                            &quot;resourceId&quot;: &quot;99999&quot;
                        }]
                    }
                 )
                )
    @mock.patch('roles.get_sp_object_id')
    def test_get_user_role_assignments(self, get_sp_object_id, mock):
        token = &quot;FOOBAR&quot;
        get_user_role_assignments(token, {&quot;id&quot;: &quot;123&quot;, &quot;name&quot;: &quot;group_name&quot;})
        get_sp_object_id.assert_called_with(token, {&quot;id&quot;: &quot;123&quot;, &quot;name&quot;: &quot;group_name&quot;})
</code></pre>
<p>At the <code>@mock.patch('requests.get, ...'</code> code section above, is ok if instead of <code>99999</code> values on the JSON doc, I put the real values?</p>
",1,1005,2021-04-09 18:51,,1,0,what
